playerID,allStarCount,awardsCount,totalGames,totalHomeRuns,totalHits,totalPitchingStrikeOuts,totalPitchWins,totalFielderPutouts,eligible,class
allenmy01,0,0,156,4,157,3,1,306,0,False
allisdo01,0,0,316,2,382,0,0,1328,1,True
anderda01,0,0,21,0,6,56,3,3,0,False
anderva01,0,0,42,0,34,41,9,11,0,False
andrufr01,0,0,9,0,12,2,1,5,0,False
ansonca01,0,0,2524,97,3435,1,0,22572,1,True
arundha01,0,0,16,0,11,52,5,5,0,False
atkinal01,0,0,110,1,64,435,51,55,0,False
aydelja01,0,0,14,0,5,35,5,2,0,False
bakelje01,0,0,222,2,111,669,76,104,0,False
bakerki01,0,0,65,0,35,115,9,34,0,False
bakerno01,0,0,31,0,18,94,14,8,0,False
baldwki01,0,0,441,7,371,1,0,1956,0,False
baldwla01,0,0,134,0,114,582,73,64,0,False
baldwma01,0,0,348,10,188,1349,154,183,0,False
barnero01,0,0,499,6,860,0,0,1305,1,True
barrbo01,0,0,179,4,117,588,49,122,0,False
bartsch01,0,0,26,0,13,52,9,10,0,False
bastich01,0,0,504,11,342,2,0,878,0,False
batesjo01,0,0,1,0,0,3,0,0,0,False
battijo01,0,0,480,3,439,1,0,908,1,True
baueral01,0,0,7,0,5,26,1,1,0,False
bausege01,0,0,7,0,1,18,1,0,0,False
beamal01,0,0,2,0,1,1,1,0,0,False
beatied01,0,0,114,4,56,335,48,53,0,False
becanbu01,0,0,12,0,10,15,3,3,0,False
bechtge01,0,0,220,3,288,10,7,322,0,False
beckfr01,0,0,8,0,6,18,0,3,0,False
becklja01,0,0,2392,87,2938,2,0,23767,1,True
beeched01,0,0,283,7,325,0,0,511,0,False
begleed01,0,0,48,1,31,148,16,23,0,False
bellch01,0,0,13,0,4,20,4,6,0,False
bentlcy01,0,0,20,1,25,5,2,19,0,False
bickhda01,0,0,1,0,1,6,1,0,0,False
bierblo01,0,0,1385,34,1524,5,0,3777,1,False
bishobi01,0,0,7,0,1,9,0,0,0,False
blackbo01,0,0,38,1,36,93,4,58,0,False
blairbi01,0,0,4,0,4,16,1,2,0,False
blaisdi01,0,0,4,0,5,8,0,3,0,False
blauvhe01,0,0,2,0,3,5,0,1,0,False
blongjo01,0,0,136,0,119,65,13,155,0,False
bohnch01,0,0,4,0,2,1,1,5,0,False
bondto01,0,1,488,0,471,972,234,336,1,True
abbeybe01,0,0,79,0,38,161,22,17,0,False
abbeych01,0,0,452,19,493,0,0,920,0,False
abbotda01,0,0,3,0,1,1,0,3,0,False
ablesha01,0,0,14,0,0,41,1,1,0,False
adamsba01,0,2,482,3,216,1036,194,58,1,True
adamsjo01,0,0,1,0,0,0,0,1,0,False
adamsri01,0,0,12,0,4,25,2,4,0,False
adkindo01,0,0,6,0,2,3,1,0,0,False
altroni01,0,0,229,2,97,425,83,181,1,True
amesre01,0,0,533,3,143,1702,183,107,1,False
amoledo01,0,0,18,0,5,30,4,6,0,False
applefr01,0,0,3,0,2,12,1,0,0,False
arellfr01,0,0,77,1,24,148,24,17,0,False
bailebi01,0,0,210,0,71,570,38,35,1,False
baileha01,0,0,16,0,10,35,6,3,0,False
baileki01,0,0,1,0,2,0,1,1,0,False
bakerbo01,0,0,2,0,1,1,0,0,0,False
bakerer01,0,0,1,0,0,1,0,0,0,False
baldwof01,0,0,4,0,0,5,1,0,0,False
banksbi01,0,0,5,0,3,10,1,0,0,False
bannoji01,0,0,367,19,460,2,0,645,0,False
barbefr01,0,0,4,0,0,1,1,3,0,False
bargecy01,0,0,197,0,97,297,46,58,0,False
barryed01,0,0,12,0,2,34,1,4,0,False
barryto01,0,0,1,0,0,1,0,0,0,False
barthjo01,0,0,4,0,1,5,0,0,0,False
bartlbi01,0,0,19,0,3,24,0,11,0,False
batesfr01,0,0,27,0,16,18,3,18,0,False
beamer01,0,0,10,0,2,3,0,1,0,False
beckebo01,0,0,6,0,1,10,0,2,0,False
beebefr01,0,0,204,0,72,634,62,68,1,False
beechro01,0,0,5,0,1,5,0,1,0,False
bellge01,0,0,160,0,48,376,43,26,0,False
bendech01,0,3,509,6,243,1711,212,237,1,True
bergehe01,0,0,90,0,27,337,32,25,0,False
bernhbi01,0,0,232,0,129,545,116,83,0,False
bettsha01,0,0,2,0,0,2,0,1,1,False
bevilbe01,0,0,3,0,2,1,0,5,0,False
billiha01,0,0,52,0,10,62,8,5,0,False
blackge01,0,0,5,0,1,1,2,2,0,False
blankfr01,0,0,1,0,0,1,0,0,0,False
blewebo01,0,0,5,0,0,8,0,0,0,False
blissel01,0,0,2,0,0,3,1,0,0,False
adamsda01,0,0,47,1,8,54,4,14,0,False
adamska01,0,0,30,0,1,62,1,2,0,False
adamswi01,0,0,65,0,9,74,8,9,0,False
ainsmed01,0,1,1082,22,707,0,0,4410,1,False
aitchra01,0,0,34,0,10,101,12,9,0,False
akersje01,0,0,5,0,2,11,1,1,0,False
albercy01,0,0,4,0,0,10,1,1,0,False
aldrivi01,0,0,248,2,133,526,97,26,1,False
alexape01,0,21,703,11,378,2198,373,189,1,True
allenfr01,0,0,181,2,39,457,50,31,0,False
allenjo01,0,0,1,0,0,2,0,0,0,False
allisma01,0,0,45,0,9,57,9,6,0,False
anckewa01,0,0,4,0,0,4,0,1,0,False
anderfr01,0,0,180,0,41,514,53,23,0,False
anderwa01,0,0,17,0,3,20,1,4,0,False
anderwi01,0,0,7,0,1,11,0,2,0,False
appleed01,0,0,48,0,9,64,5,9,0,False
armstho01,0,0,1,0,0,0,0,0,0,False
atkinto01,0,0,16,0,2,33,3,3,0,False
ayersdo01,0,0,299,0,72,622,65,64,0,False
backmle01,0,0,47,0,8,76,9,7,0,False
baconed01,0,0,4,0,3,0,0,1,0,False
baderlo01,0,0,22,0,4,27,5,3,0,False
bagbyji01,0,2,325,2,144,450,127,115,1,False
baichgr01,0,0,4,0,0,3,0,0,0,False
bakerje01,0,0,22,0,3,51,2,2,0,False
barneje01,0,1,435,1,195,653,152,138,1,False
barrofr02,0,0,1,0,0,1,0,1,0,False
barryha01,0,0,3,0,0,3,0,2,0,False
baskeji01,0,0,35,0,8,59,9,8,0,False
baumgge01,0,0,124,0,31,283,36,16,0,False
baumgst01,0,0,154,0,30,129,26,30,1,False
beckech01,0,0,15,0,6,36,3,1,0,False
beckge01,0,0,1,0,0,0,0,0,0,False
bediehu01,0,0,179,0,38,420,59,25,0,False
bellra01,0,0,3,0,0,5,0,0,0,False
bennhe01,0,0,1,0,0,1,0,0,0,False
bentlja01,0,0,287,7,170,259,46,557,1,False
bentoru01,0,0,437,1,142,950,150,75,1,False
benzjo01,0,0,251,0,61,539,76,37,0,False
bernajo01,0,0,1,0,0,2,0,0,0,False
bisholl01,0,0,3,0,0,1,0,0,0,False
blackch01,0,0,8,0,0,7,0,1,0,False
blackda01,0,0,43,0,9,72,8,5,0,False
blackle01,0,0,550,4,387,0,0,962,1,False
blandfr01,0,0,146,1,65,278,45,23,0,False
bluejji01,0,0,44,0,11,78,14,10,0,False
boardch01,0,0,7,0,2,13,1,0,0,False
boehlge01,0,0,63,0,14,93,6,3,1,False
boehljo01,0,0,167,1,66,396,55,64,0,False
bohenpa01,0,0,2,0,0,5,0,0,0,False
bolanbe01,0,0,217,0,45,364,68,56,0,False
abramge01,0,0,3,0,1,1,0,0,0,False
acostjo01,0,0,55,0,9,45,10,5,0,False
adamsbo01,0,0,2,0,1,1,0,0,0,False
adamsbo02,0,0,5,0,0,5,0,2,0,False
adkingr01,0,0,76,0,21,78,12,19,0,False
altener01,0,0,14,0,0,4,0,3,0,False
anderbi01,0,0,2,0,0,1,0,0,0,False
andreel01,0,0,6,0,0,0,0,0,0,False
andreiv01,0,0,253,0,59,257,50,30,0,False
applepe01,0,0,343,0,87,420,57,58,1,False
ashke01,0,0,58,0,6,47,6,6,0,False
baeched01,0,0,64,0,8,61,5,5,1,False
bailesw01,0,0,52,0,8,35,4,1,0,False
bakerne01,0,0,5,0,1,3,0,0,0,False
baldwha01,0,0,12,0,4,5,3,1,0,False
ballowi01,0,0,99,1,5,109,19,20,0,False
barfocl01,0,0,90,0,20,49,8,6,0,False
barnach01,0,0,29,1,7,8,0,4,0,False
barnebo01,0,0,2,0,0,1,0,0,0,False
barnefr01,0,0,7,0,2,2,0,0,0,False
barnevi01,0,0,205,0,40,275,61,39,0,False
barnhed01,0,0,1,0,0,0,0,0,0,False
barnhle01,0,0,3,0,1,2,1,0,0,False
barrebi02,0,0,719,23,690,2,1,1270,0,False
barthle01,0,0,9,0,1,7,0,0,0,False
batchjo01,0,0,11,0,0,6,1,1,0,False
bauerlo01,0,0,1,0,0,0,0,0,0,False
baumgha01,0,0,9,0,1,7,0,1,0,False
baynebi01,0,0,199,1,62,259,31,33,1,False
beallwa01,0,0,36,0,4,85,5,0,0,False
beanbe01,0,0,86,1,19,89,11,7,0,False
beckbo01,0,0,266,0,61,352,38,47,1,False
beckmji01,0,0,10,0,0,4,0,0,0,False
bedgoph01,0,0,10,0,1,12,1,1,0,False
bednaan01,0,0,5,0,0,3,0,0,0,False
behanpe01,0,0,44,0,13,43,7,11,0,False
bellhi01,0,0,221,0,17,191,32,13,1,False
bengera01,0,0,353,0,124,655,101,59,1,False
bennefr01,0,0,5,0,0,1,0,2,0,False
bentola01,0,2,462,2,122,670,127,93,1,True
bentosi01,0,0,1,0,0,0,0,0,0,False
berlyja01,0,0,65,0,10,66,10,11,0,False
bernhwa01,0,0,1,0,0,1,0,0,0,False
bettshu01,0,0,311,0,86,323,61,42,1,False
biemiha01,0,0,28,0,0,19,1,3,0,False
bigbely01,0,0,43,1,14,13,0,27,0,False
billijo02,0,0,39,0,17,67,10,8,0,False
birdre01,0,0,1,0,0,2,0,0,0,False
bishobi02,0,0,2,0,0,4,0,0,0,False
bishoji01,0,0,22,0,1,8,0,4,0,False
blaehge01,0,0,338,3,89,572,104,141,1,False
blakesh01,0,0,310,0,118,621,87,55,1,False
blankho01,0,0,13,0,3,10,1,2,0,False
blankte01,0,0,242,9,93,378,77,32,0,False
blethcl01,0,0,7,0,0,2,0,1,0,False
blumecl01,0,0,13,0,1,4,3,0,0,False
bogarjo01,0,0,4,0,2,5,2,0,0,False
boggsra01,0,0,4,0,0,0,0,0,0,False
boldebi01,0,0,3,0,1,4,0,0,0,False
bolenst01,0,0,41,0,9,72,3,3,0,False
abernte01,0,0,7,0,1,13,0,3,0,False
adamsac01,1,0,302,0,12,171,41,14,0,False
adkinde01,0,0,38,1,5,47,2,9,0,False
albosed01,0,0,19,0,1,24,0,2,0,False
alderda01,0,0,16,0,0,11,0,2,0,False
allenbo03,0,0,3,0,1,8,0,0,0,False
allenjo02,1,4,365,4,124,1070,142,104,1,True
anderre01,0,0,36,0,11,40,5,3,0,False
andrena01,1,0,128,0,35,216,41,34,0,False
archefr01,0,0,7,0,4,11,2,1,0,False
armbror01,0,0,3,0,0,3,1,1,0,False
arntzor01,0,0,32,0,8,66,4,7,0,False
aukerel01,0,0,356,6,131,594,130,120,0,False
babicjo01,0,0,112,0,36,231,30,35,0,False
bagbyji02,2,1,322,3,140,431,97,122,0,False
bainlo01,0,0,3,0,1,1,0,0,0,False
bakeral01,0,0,3,0,0,2,0,1,0,False
bakerto01,0,0,70,0,18,58,3,5,0,False
balasmi01,0,0,1,0,0,0,0,0,0,False
barneju01,0,0,2,0,0,0,0,0,0,False
barnere02,0,0,155,0,33,336,35,20,0,False
barnige01,0,0,20,0,0,28,3,2,0,False
barrbo02,0,0,2,0,0,0,0,0,0,False
barredi01,0,0,141,0,40,271,35,39,1,False
barrefr01,0,0,104,0,9,90,15,15,1,False
barrere01,1,1,253,0,54,333,69,98,1,False
barthbo01,0,0,7,0,0,4,1,0,0,False
bassdi01,0,0,1,0,0,1,0,0,0,False
bauerru01,0,0,129,0,50,300,31,10,1,False
beazljo01,0,1,76,0,18,147,31,24,0,False
beckmbi01,0,0,90,0,32,108,21,26,0,False
beggsjo01,0,0,238,0,33,178,48,39,1,False
bensoal01,0,0,2,0,0,4,0,0,0,False
bentoal01,2,0,455,0,50,697,98,97,1,False
berryjo03,0,0,133,0,11,117,21,28,0,False
bertrle01,0,0,1,0,0,1,0,0,0,False
bessehe01,0,0,71,0,18,118,5,1,0,False
bevenbi01,0,0,96,3,22,289,40,28,0,False
bevillo01,0,0,4,0,0,2,0,0,0,False
biggsch01,0,0,6,0,1,1,1,2,0,False
bildiem01,0,0,42,0,8,55,4,8,0,False
birkora01,0,0,134,0,50,224,31,7,0,False
biscafr01,0,0,74,0,5,64,7,4,0,False
bithohi01,0,0,105,0,28,185,34,18,0,False
bivinji01,0,0,47,0,7,54,2,4,0,False
blackdo01,0,0,154,0,47,293,34,52,0,False
blackew01,6,3,237,1,77,839,82,46,1,True
blancal01,0,0,17,0,2,8,0,3,0,False
blantcy01,2,0,202,0,66,611,68,51,0,False
boernla01,0,0,21,0,0,19,0,4,0,False
bokinjo01,0,0,5,0,0,5,0,0,0,False
bonetju01,0,0,46,0,7,50,6,6,0,False
aberal01,0,0,168,0,14,169,24,23,0,False
abernbi01,0,0,1,0,0,0,0,0,0,False
abernte02,0,2,681,0,25,765,63,92,1,False
abernwo01,0,0,16,0,0,6,1,1,0,False
ackerto01,0,0,153,0,5,256,19,19,0,False
adamsre01,0,0,8,0,0,8,0,0,0,False
aguirha01,1,0,447,0,33,856,75,48,1,False
albanjo01,0,0,6,0,0,3,0,0,0,False
albreed01,0,0,3,0,0,2,1,0,0,False
alexabo01,0,0,9,0,0,2,1,0,0,False
alomalu01,0,0,116,0,8,115,18,15,0,False
amorvi01,0,0,13,0,1,12,1,2,0,False
anderbo01,0,0,247,2,33,502,36,46,0,False
anderjo02,0,0,24,0,0,19,0,3,0,False
andrehu01,0,0,8,0,0,2,0,0,0,False
andrejo01,0,0,22,0,1,19,0,2,0,False
antonjo02,6,3,403,15,121,1162,126,72,1,False
ardizru01,0,0,1,0,0,0,0,0,0,False
ariasru01,0,0,34,0,0,28,2,3,0,False
arroylu01,2,1,246,1,29,336,40,14,0,False
atkinja01,0,0,4,0,2,2,0,2,0,False
avreaja01,0,0,2,0,0,2,0,1,0,False
ayersbi01,0,0,13,0,2,22,0,1,0,False
baczefr01,0,0,63,1,12,104,17,17,0,False
bahred01,0,0,50,0,10,69,11,10,0,False
baileji01,0,0,3,0,0,7,0,0,0,False
bambege01,0,0,11,0,0,3,0,0,0,False
bankhda01,0,0,62,1,10,111,9,8,0,False
bantaja01,0,0,69,0,7,116,14,8,0,False
barbest01,2,0,466,5,65,1309,121,106,1,True
barclcu01,0,0,44,0,15,73,10,9,0,False
barnefr02,0,0,21,0,1,30,1,0,0,False
baumafr01,0,0,246,2,49,384,45,33,1,False
beamoch01,0,0,28,0,0,45,3,6,0,False
beardge01,0,0,212,4,68,259,45,49,0,False
beardra01,0,0,13,0,1,17,0,0,0,False
becquju01,0,0,488,12,238,0,0,1773,0,False
beerscl01,0,0,1,0,0,0,0,0,0,False
behrmha01,0,0,174,0,14,189,24,21,0,False
bellbi01,0,0,5,0,0,4,0,1,0,False
bellga01,4,0,521,1,105,1378,121,141,1,False
besanfr01,0,0,7,0,0,7,1,2,0,False
bessedo01,0,0,108,0,5,118,14,12,0,False
bickfve01,1,0,182,0,57,450,66,68,0,False
bicknch01,0,0,30,0,0,9,0,4,0,False
bilbrji01,0,0,1,0,0,0,0,0,0,False
birreba01,0,0,56,2,7,45,4,8,0,False
bishoch01,0,0,72,0,11,121,10,14,0,False
blackbu01,0,0,10,0,1,14,2,2,0,False
blackji01,0,0,18,0,0,11,0,0,0,False
blackjo02,0,1,175,0,13,222,30,19,0,False
blackro01,0,0,64,1,3,50,3,5,0,False
blakeed01,0,0,8,0,0,1,0,1,0,False
blaylbo01,0,0,17,0,1,42,1,1,0,False
blaylga01,0,0,46,2,5,81,4,13,0,False
blyzkmi01,0,0,70,0,2,58,3,10,0,False
bokeldi01,0,0,34,0,0,27,3,6,0,False
acklefr01,0,0,5,0,2,17,1,0,0,False
acostcy01,0,0,107,0,0,109,13,6,0,False
acosted01,0,0,57,0,1,70,6,10,0,False
adamsmi01,0,0,11,0,2,14,0,2,0,False
akerja01,0,1,496,0,7,404,47,65,1,True
alexado01,1,0,562,0,44,1528,194,264,1,True
allenbo04,0,0,204,0,4,199,7,16,0,False
allenll01,0,0,159,1,8,194,8,15,0,False
alouma01,2,1,1667,31,1777,3,0,3794,1,True
andercr01,0,0,82,0,7,94,7,12,0,False
andermi01,0,0,721,28,367,2,0,969,0,False
angelno01,0,0,28,0,0,19,2,2,0,False
archeji02,0,0,57,0,5,122,9,8,0,False
arlicdo01,0,0,8,0,0,1,0,0,0,False
arlinst01,0,0,141,0,32,463,34,55,0,False
arrigge01,0,0,195,1,27,433,35,15,0,False
arroyru01,0,0,9,0,0,5,0,0,0,False
austde01,0,0,15,0,0,14,0,1,0,False
austiri01,0,0,89,0,2,106,4,6,0,False
bahnsst01,0,1,575,1,56,1359,146,154,1,True
bailest01,0,0,34,0,0,47,2,10,0,False
bairdbo01,0,0,8,0,1,10,0,0,0,False
bakenda01,0,0,2,0,0,0,0,0,0,False
bakerto02,0,0,10,0,0,14,0,1,0,False
baldsja01,0,0,457,0,7,555,48,39,0,False
baldwda01,0,0,176,0,1,164,6,15,0,False
ballima01,0,0,18,0,1,25,1,1,0,False
balsato01,0,0,18,0,1,27,0,3,0,False
bandosa01,4,2,2019,242,1790,0,0,1788,1,True
baneydi01,0,0,42,0,2,38,4,3,0,False
barbest02,0,0,25,0,0,18,1,2,0,False
barnoed01,0,0,6,0,0,8,0,0,0,False
barrji01,0,0,481,1,83,741,101,148,1,True
bassno01,0,0,66,1,8,111,13,11,0,False
batesdi01,0,0,1,0,0,3,0,1,0,False
bautaed01,0,0,97,0,3,89,6,1,0,False
bearnla01,0,0,173,0,10,124,13,27,0,False
beckri01,0,0,3,0,0,10,2,3,0,False
beenefr01,0,0,115,0,0,156,12,30,0,False
behneme01,0,0,5,0,0,2,0,0,0,False
belinbo01,0,0,148,0,27,476,28,21,0,False
bellje01,0,0,69,0,1,89,17,20,0,False
benneda01,0,0,1,0,0,1,0,0,0,False
bennede01,0,0,182,4,46,572,43,41,0,False
bertafr01,0,0,100,1,16,280,19,18,0,False
bethkji01,0,0,25,0,0,19,2,2,0,False
biittla01,0,0,1217,29,861,3,0,3623,1,False
billija01,1,0,476,0,62,1141,145,133,1,True
blancgi01,0,0,28,0,2,35,3,0,0,False
blasiwa01,0,0,227,3,44,512,46,60,0,False
blassst01,1,0,295,1,94,896,103,137,1,True
blatest01,0,0,5,0,0,13,0,0,0,False
blemkra01,0,0,1,0,0,0,0,0,0,False
bluevi01,6,6,508,4,53,2175,209,127,1,True
blylebe01,2,0,699,0,59,3701,287,287,1,True
boglewa01,0,0,16,0,0,26,0,2,0,False
bolinbo01,0,0,496,6,69,1175,88,87,1,True
bollogr01,0,0,18,0,0,20,0,3,0,False
aasedo01,1,0,448,0,0,641,66,67,1,False
abbotgl01,0,0,248,0,0,484,62,113,1,False
agostju01,0,0,543,0,2,307,40,58,1,False
alburvi01,0,0,102,0,0,193,18,10,0,False
alcalsa01,0,0,68,1,8,140,14,16,0,False
allarbr01,0,0,19,0,0,44,4,7,0,False
allenne01,0,0,434,0,15,611,58,75,1,False
altampo01,0,0,65,0,1,57,7,4,0,False
alvarjo01,0,0,99,0,3,134,8,16,0,False
anderbu01,0,0,64,0,0,76,4,13,0,False
anderla01,0,0,16,0,0,23,2,4,0,False
anderla02,0,0,699,0,5,758,40,97,1,False
anderri01,0,0,6,0,0,7,0,0,0,False
andrejo02,0,0,16,0,1,5,1,1,0,False
andujjo01,4,1,407,5,77,1032,127,142,1,False
apodabo01,0,0,184,0,10,197,16,28,0,False
apontlu01,0,0,110,0,0,113,9,23,0,False
armstmi01,0,0,198,0,0,221,19,28,0,False
arroyfe01,0,0,121,0,0,172,24,41,1,False
atherke01,0,0,342,0,0,349,33,26,0,False
atkinbi01,0,0,99,0,3,99,11,9,0,False
augusje01,0,0,279,0,0,348,55,33,0,False
autryal01,0,0,1,0,0,3,1,0,0,False
babcobo01,0,0,39,0,0,39,2,2,0,False
bacsimi01,0,0,73,0,0,77,8,12,0,False
baileho01,0,0,50,0,0,41,6,12,0,False
bailobo01,0,0,955,9,775,0,0,1493,1,True
bairdo01,0,0,584,1,5,689,55,72,1,False
bakerst01,0,0,84,0,0,131,7,10,0,False
baldwri01,0,0,105,0,6,86,4,10,0,False
balleja01,0,0,94,0,1,117,4,7,1,False
baneed01,0,0,45,0,0,80,7,13,0,False
bannifl01,1,0,431,0,14,1723,134,86,1,False
barera01,0,0,88,0,1,145,16,18,0,False
bargagr01,0,0,33,0,1,23,2,5,0,False
barkele01,1,0,248,0,3,975,74,76,1,False
barlomi01,0,0,133,0,0,96,10,11,0,False
barneri01,0,0,10,0,0,8,1,1,0,False
barojsa01,0,0,179,0,0,177,18,25,0,False
barrifr01,0,0,129,0,0,323,38,60,0,False
barrst01,0,0,24,0,0,32,3,2,0,False
battoch01,0,0,2,0,0,4,0,0,0,False
baumgro01,0,0,92,0,1,222,22,28,0,False
beardda01,0,0,172,0,0,185,19,9,0,False
beardmi01,0,0,74,0,1,43,4,6,0,False
bearega01,0,0,23,0,0,64,5,7,0,False
beattji01,0,0,203,0,0,660,52,96,0,False
beckwjo01,0,0,229,0,1,319,18,34,0,False
bedrost01,1,3,732,0,15,921,76,64,1,True
beenean01,0,0,6,0,0,11,0,1,0,False
behenri01,0,0,26,1,4,36,3,8,0,False
berenbr01,0,0,142,0,46,607,44,46,0,False
berenju01,0,0,490,0,2,975,67,63,1,False
bernadw01,0,0,115,0,1,92,4,7,0,False
bernavi01,0,0,15,0,0,6,1,1,0,False
bestka01,0,0,61,0,0,73,5,1,0,False
bibbyji01,1,1,341,5,31,1079,111,88,1,True
birddo01,0,0,432,0,11,680,73,94,1,False
blackbu02,0,0,400,0,26,1039,121,89,1,False
blairde01,0,0,62,0,14,178,19,19,0,False
boddimi01,1,3,347,0,0,1330,134,245,1,True
boggsto01,0,0,114,1,25,278,20,47,0,False
boggswa01,12,17,2440,118,3010,2,0,2115,1,True
bohnejo01,0,0,3,0,0,4,0,1,0,False
boitada01,0,0,52,0,0,52,2,1,0,False
bombama01,0,0,75,0,10,124,16,32,0,False
abbotji01,0,2,263,0,2,888,87,72,1,True
abbotky01,0,0,57,0,3,124,4,6,0,False
abbotpa01,0,0,162,0,5,496,43,61,1,False
abregjo01,0,0,6,0,0,13,1,1,0,False
ackerji01,0,0,467,0,9,482,33,73,0,False
adkinst01,0,0,5,0,0,14,1,0,0,False
aguilri01,3,0,737,3,28,1030,86,99,1,True
akerfda01,0,0,125,0,1,129,9,5,0,False
albagi01,0,0,3,0,0,3,0,0,0,False
aldremi01,0,0,930,41,565,0,0,2388,1,False
aldresc01,0,0,229,0,0,312,20,21,1,False
aldrija01,0,0,62,0,0,46,6,12,0,False
alexage01,0,0,36,0,0,59,6,7,0,False
alexama02,0,0,594,15,293,0,0,499,1,False
allisda01,0,0,11,0,0,4,1,0,0,False
alvarwi01,1,0,355,0,13,1330,102,58,1,False
anderal02,0,0,150,0,0,339,49,41,0,False
anderbr02,0,0,308,1,35,723,82,76,1,False
andermi02,0,0,3,0,0,4,0,0,0,False
anderri02,0,0,28,0,1,42,4,10,0,False
andersc01,0,0,18,0,0,28,1,4,0,False
appieke01,1,0,414,0,8,1994,169,202,1,True
aquinlu01,0,0,222,0,4,318,31,54,0,False
armstja01,1,0,153,0,21,510,40,62,0,False
arnolsc01,0,0,6,0,0,8,0,0,0,False
arnolto01,0,0,38,0,0,25,0,9,0,False
arnsbbr01,0,0,94,0,0,100,9,13,0,False
ashbyan01,2,0,313,1,70,1173,98,131,1,False
assenpa01,0,0,884,0,3,807,61,35,1,False
astacpe01,0,0,395,0,90,1664,129,189,1,False
augusdo01,0,0,88,0,0,181,34,47,0,False
austiji02,0,0,83,0,0,48,6,4,0,False
averyst01,1,2,306,4,76,980,96,63,1,False
ayalabo01,0,1,406,0,2,541,37,55,0,False
ayraubo01,0,0,54,0,0,42,5,1,0,False
baileco01,0,0,172,0,1,150,9,17,0,False
bailesc01,0,0,343,0,0,351,39,38,1,False
ballaje01,0,0,197,0,5,244,41,47,0,False
bankhsc01,0,0,267,0,2,614,57,55,0,False
bankswi01,0,0,184,0,12,428,33,57,1,False
barfijo01,0,0,65,0,0,53,8,11,0,False
barklje01,0,0,24,0,0,34,0,4,0,False
barnebr01,0,0,116,0,15,275,14,20,0,False
barreti01,0,0,4,0,0,5,0,3,0,False
bartosh01,0,0,73,0,0,29,4,7,0,False
batismi01,0,0,658,2,28,1250,102,119,1,False
bautijo01,0,0,314,0,5,328,32,64,0,False
bearske01,0,0,3,0,0,2,0,0,0,False
beaslch01,0,0,22,0,0,14,0,4,0,False
beattbl01,0,0,7,0,1,10,0,3,0,False
beckro01,3,1,704,0,4,644,38,39,1,True
belchti01,0,0,394,2,48,1519,146,212,1,False
belinst01,0,0,586,0,4,622,41,29,1,False
bellde01,0,0,1210,134,1262,0,0,2215,1,False
beller01,0,0,68,0,0,152,15,13,0,False
benesan01,1,0,405,8,106,2000,155,156,1,False
benjami01,0,0,818,24,442,0,0,934,1,False
bereja01,1,0,211,0,30,920,71,74,1,False
bergmse01,0,0,198,3,15,455,39,58,0,False
betteje01,0,0,3,0,0,5,0,0,0,False
bielemi01,0,0,348,0,22,783,70,115,1,False
birkbmi01,0,0,54,0,2,149,12,31,0,False
birtsti01,0,0,138,1,1,231,14,5,0,False
bitkejo01,0,0,15,0,0,24,1,1,0,False
bittije01,0,0,33,1,1,53,4,3,0,False
blairwi01,0,0,418,0,11,759,60,65,1,False
blankke01,0,0,8,0,0,16,1,3,0,False
blockte01,0,0,110,2,50,0,0,175,0,False
bockura01,0,0,40,0,1,33,2,2,0,False
boevejo01,0,0,516,0,2,541,34,46,1,False
bogarti01,0,0,701,24,345,1,0,802,0,False
bohanbr01,0,0,309,3,53,671,54,61,1,False
boltoro01,0,0,17,0,0,27,2,6,0,False
boltoto01,0,0,209,0,0,336,31,22,0,False
bonesri01,1,0,379,0,2,564,63,107,1,False
acevejo01,0,0,104,0,8,253,18,19,0,False
aceveju01,0,0,367,0,6,350,28,42,0,False
acrema01,0,0,114,0,0,98,9,5,0,False
adamsjo02,0,0,44,0,3,77,5,9,0,False
adamste01,0,0,574,0,4,691,51,87,1,False
adamswi02,0,0,25,0,0,105,6,7,0,False
ahearpa01,0,0,4,0,0,4,0,3,0,False
alberjo01,0,0,27,0,0,23,0,6,0,False
alfonan01,0,2,592,0,2,400,35,31,1,False
almanar01,0,0,254,0,0,232,14,6,0,False
almanca01,0,0,210,0,0,170,13,9,0,False
almonhe01,0,0,50,0,0,40,1,3,0,False
alstoga01,0,0,6,0,0,5,1,0,0,False
alvarju01,0,0,80,0,0,42,0,8,0,False
alvarta01,0,0,19,0,2,26,3,5,0,False
anderji02,0,0,122,0,23,241,25,24,0,False
anderma01,0,0,257,0,0,224,15,16,0,False
andrecl01,0,0,8,0,0,12,1,0,0,False
andujlu01,0,0,35,0,0,49,3,3,0,False
ankieri01,0,0,653,76,462,269,13,1119,1,True
armasto02,0,0,186,0,26,680,53,59,0,False
arnolja01,0,0,50,0,3,42,2,5,0,False
arochre01,0,0,124,0,7,190,18,15,0,False
arrojro01,1,0,158,0,3,512,40,71,0,False
arroybr01,1,1,436,6,81,1571,148,221,1,True
atchlju01,0,0,15,0,0,8,0,0,0,False
aucoide01,0,0,2,0,0,1,0,1,0,False
ausanjo01,0,0,41,0,0,51,4,5,0,False
austije01,0,0,38,0,1,55,2,4,0,False
aybarma01,0,0,210,1,13,273,17,30,0,False
bacsimi02,0,0,51,0,5,97,10,17,0,False
baezbe01,0,0,8,0,0,14,0,0,0,False
